Match Number,Round Number,Date,Location,Home Team,Away Team,Result
1528,17,23/07/2024 21:10,Dodger Stadium,Los Angeles Dodgers,San Francisco Giants,
1529,18,24/07/2024 11:20,Truist Park,Atlanta Braves,Cincinnati Reds,
1530,18,24/07/2024 11:35,PNC Park,Pittsburgh Pirates,St. Louis Cardinals,
1531,18,24/07/2024 12:10,Target Field,Minnesota Twins,Philadelphia Phillies,
1532,18,24/07/2024 13:20,Wrigley Field,Chicago Cubs,Milwaukee Brewers,
1533,18,24/07/2024 14:10,Coors Field,Colorado Rockies,Boston Red Sox,
1534,18,24/07/2024 14:37,Oakland Coliseum,Oakland Athletics,Houston Astros,
1535,18,24/07/2024 14:40,T-Mobile Park,Seattle Mariners,Los Angeles Angels,
1536,18,24/07/2024 17:40,Progressive Field,Cleveland Guardians,Detroit Tigers,
1537,18,24/07/2024 17:40,loanDepot park,Miami Marlins,Baltimore Orioles,
1538,18,24/07/2024 17:45,Nationals Park,Washington Nationals,San Diego Padres,
1539,18,24/07/2024 18:05,Yankee Stadium,New York Yankees,New York Mets,
1540,18,24/07/2024 18:07,Rogers Centre,Toronto Blue Jays,Tampa Bay Rays,
1541,18,24/07/2024 19:05,Globe Life Field,Texas Rangers,Chicago White Sox,
1542,18,24/07/2024 19:10,Kauffman Stadium,Kansas City Royals,Arizona Diamondbacks,
1543,18,24/07/2024 21:10,Dodger Stadium,Los Angeles Dodgers,San Francisco Giants,
1544,18,25/07/2024 11:05,Nationals Park,Washington Nationals,San Diego Padres,
1545,18,25/07/2024 11:10,loanDepot park,Miami Marlins,Baltimore Orioles,
1546,18,25/07/2024 12:10,Progressive Field,Cleveland Guardians,Detroit Tigers,
1547,18,25/07/2024 13:35,Globe Life Field,Texas Rangers,Chicago White Sox,
1548,18,25/07/2024 14:07,Rogers Centre,Toronto Blue Jays,Tampa Bay Rays,
1549,18,25/07/2024 15:10,Dodger Stadium,Los Angeles Dodgers,San Francisco Giants,
1550,18,25/07/2024 18:10,Citi Field,New York Mets,Atlanta Braves,
1551,18,25/07/2024 20:38,Angel Stadium,Los Angeles Angels,Oakland Athletics,
1552,18,26/07/2024 17:40,Comerica Park,Detroit Tigers,Minnesota Twins,
1553,18,26/07/2024 17:40,Citizens Bank Park,Philadelphia Phillies,Cleveland Guardians,
1554,18,26/07/2024 17:50,Tropicana Field,Tampa Bay Rays,Cincinnati Reds,
1555,18,26/07/2024 18:05,Oriole Park at Camden Yards,Baltimore Orioles,San Diego Padres,
1556,18,26/07/2024 18:07,Rogers Centre,Toronto Blue Jays,Texas Rangers,
1557,18,26/07/2024 18:10,Citi Field,New York Mets,Atlanta Braves,
1558,18,26/07/2024 18:10,Fenway Park,Boston Red Sox,New York Yankees,
1559,18,26/07/2024 19:10,Kauffman Stadium,Kansas City Royals,Chicago Cubs,
1560,18,26/07/2024 19:10,Minute Maid Park,Houston Astros,Los Angeles Dodgers,
1561,18,26/07/2024 19:10,Guaranteed Rate Field,Chicago White Sox,Seattle Mariners,
1562,18,26/07/2024 19:10,American Family Field,Milwaukee Brewers,Miami Marlins,
1563,18,26/07/2024 19:15,Busch Stadium,St. Louis Cardinals,Washington Nationals,
1564,18,26/07/2024 20:38,Angel Stadium,Los Angeles Angels,Oakland Athletics,
1565,18,26/07/2024 20:40,Chase Field,Arizona Diamondbacks,Pittsburgh Pirates,
1566,18,26/07/2024 21:15,Oracle Park,San Francisco Giants,Colorado Rockies,
1567,18,27/07/2024 14:07,Rogers Centre,Toronto Blue Jays,Texas Rangers,
1568,18,27/07/2024 15:05,Oriole Park at Camden Yards,Baltimore Orioles,San Diego Padres,
1569,18,27/07/2024 15:10,Tropicana Field,Tampa Bay Rays,Cincinnati Reds,
1570,18,27/07/2024 15:10,Citi Field,New York Mets,Atlanta Braves,
1571,18,27/07/2024 17:05,Citizens Bank Park,Philadelphia Phillies,Cleveland Guardians,
1572,18,27/07/2024 17:10,Comerica Park,Detroit Tigers,Minnesota Twins,
1573,18,27/07/2024 18:05,Oracle Park,San Francisco Giants,Colorado Rockies,
1574,18,27/07/2024 18:10,Oracle Park,San Francisco Giants,Colorado Rockies,
1575,18,27/07/2024 18:10,Kauffman Stadium,Kansas City Royals,Chicago Cubs,
1576,18,27/07/2024 18:10,Minute Maid Park,Houston Astros,Los Angeles Dodgers,
1577,18,27/07/2024 18:10,American Family Field,Milwaukee Brewers,Miami Marlins,
1578,18,27/07/2024 18:15,Busch Stadium,St. Louis Cardinals,Washington Nationals,
1579,18,27/07/2024 18:15,Guaranteed Rate Field,Chicago White Sox,Seattle Mariners,
1580,18,27/07/2024 18:15,Fenway Park,Boston Red Sox,New York Yankees,
1581,18,27/07/2024 19:10,Chase Field,Arizona Diamondbacks,Pittsburgh Pirates,
1582,18,27/07/2024 20:38,Angel Stadium,Los Angeles Angels,Oakland Athletics,
1583,18,28/07/2024 12:35,Oriole Park at Camden Yards,Baltimore Orioles,San Diego Padres,
1584,18,28/07/2024 12:35,Citizens Bank Park,Philadelphia Phillies,Cleveland Guardians,
1585,18,28/07/2024 12:35,Fenway Park,Boston Red Sox,New York Yankees,
1586,18,28/07/2024 12:37,Rogers Centre,Toronto Blue Jays,Texas Rangers,
1587,18,28/07/2024 12:40,Tropicana Field,Tampa Bay Rays,Cincinnati Reds,
1588,18,28/07/2024 12:40,Comerica Park,Detroit Tigers,Minnesota Twins,
1589,18,28/07/2024 12:40,Citi Field,New York Mets,Atlanta Braves,
1590,18,28/07/2024 13:10,Kauffman Stadium,Kansas City Royals,Chicago Cubs,
1591,18,28/07/2024 13:10,Minute Maid Park,Houston Astros,Los Angeles Dodgers,
1592,18,28/07/2024 13:10,Guaranteed Rate Field,Chicago White Sox,Seattle Mariners,
1593,18,28/07/2024 13:10,American Family Field,Milwaukee Brewers,Miami Marlins,
1594,18,28/07/2024 13:15,Busch Stadium,St. Louis Cardinals,Washington Nationals,
1595,18,28/07/2024 15:05,Oracle Park,San Francisco Giants,Colorado Rockies,
1596,18,28/07/2024 15:07,Angel Stadium,Los Angeles Angels,Oakland Athletics,
1597,18,28/07/2024 15:10,Chase Field,Arizona Diamondbacks,Pittsburgh Pirates,
1598,18,29/07/2024 17:35,Oriole Park at Camden Yards,Baltimore Orioles,Toronto Blue Jays,
1599,18,29/07/2024 17:40,Comerica Park,Detroit Tigers,Cleveland Guardians,
1600,18,29/07/2024 17:40,Citizens Bank Park,Philadelphia Phillies,New York Yankees,
1601,18,29/07/2024 18:10,Great American Ball Park,Cincinnati Reds,Chicago Cubs,
1602,18,29/07/2024 18:10,Fenway Park,Boston Red Sox,Seattle Mariners,
1603,18,29/07/2024 18:10,Citi Field,New York Mets,Minnesota Twins,
1604,18,29/07/2024 18:45,Busch Stadium,St. Louis Cardinals,Texas Rangers,
1605,18,29/07/2024 19:10,Minute Maid Park,Houston Astros,Pittsburgh Pirates,
1606,18,29/07/2024 19:10,Guaranteed Rate Field,Chicago White Sox,Kansas City Royals,
1607,18,29/07/2024 19:10,American Family Field,Milwaukee Brewers,Atlanta Braves,
1608,18,29/07/2024 20:40,Chase Field,Arizona Diamondbacks,Washington Nationals,
1609,18,30/07/2024 12:10,Comerica Park,Detroit Tigers,Cleveland Guardians,
1610,18,30/07/2024 17:35,Oriole Park at Camden Yards,Baltimore Orioles,Toronto Blue Jays,
1611,18,30/07/2024 17:40,Citizens Bank Park,Philadelphia Phillies,New York Yankees,
1612,18,30/07/2024 17:50,Tropicana Field,Tampa Bay Rays,Miami Marlins,
1613,18,30/07/2024 18:10,Great American Ball Park,Cincinnati Reds,Chicago Cubs,
1614,18,30/07/2024 18:10,Fenway Park,Boston Red Sox,Seattle Mariners,
1615,18,30/07/2024 18:10,Citi Field,New York Mets,Minnesota Twins,
1616,18,30/07/2024 18:45,Busch Stadium,St. Louis Cardinals,Texas Rangers,
1617,18,30/07/2024 19:10,Minute Maid Park,Houston Astros,Pittsburgh Pirates,
1618,18,30/07/2024 19:10,Guaranteed Rate Field,Chicago White Sox,Kansas City Royals,
1619,18,30/07/2024 19:10,American Family Field,Milwaukee Brewers,Atlanta Braves,
1620,18,30/07/2024 20:38,Angel Stadium,Los Angeles Angels,Colorado Rockies,
1621,18,30/07/2024 20:40,Chase Field,Arizona Diamondbacks,Washington Nationals,
1622,18,30/07/2024 20:40,Petco Park,San Diego Padres,Los Angeles Dodgers,
1623,18,30/07/2024 20:45,Oracle Park,San Francisco Giants,Oakland Athletics,
1624,19,31/07/2024 11:10,Tropicana Field,Tampa Bay Rays,Miami Marlins,
1625,19,31/07/2024 11:35,Oriole Park at Camden Yards,Baltimore Orioles,Toronto Blue Jays,
1626,19,31/07/2024 11:35,Citizens Bank Park,Philadelphia Phillies,New York Yankees,
1627,19,31/07/2024 12:10,Citi Field,New York Mets,Minnesota Twins,
1628,19,31/07/2024 13:10,Guaranteed Rate Field,Chicago White Sox,Kansas City Royals,
1629,19,31/07/2024 13:10,American Family Field,Milwaukee Brewers,Atlanta Braves,
1630,19,31/07/2024 13:15,Busch Stadium,St. Louis Cardinals,Texas Rangers,
1631,19,31/07/2024 14:40,Chase Field,Arizona Diamondbacks,Washington Nationals,
1632,19,31/07/2024 15:10,Fenway Park,Boston Red Sox,Seattle Mariners,
1633,19,31/07/2024 18:10,Great American Ball Park,Cincinnati Reds,Chicago Cubs,
1634,19,31/07/2024 19:10,Minute Maid Park,Houston Astros,Pittsburgh Pirates,
1635,19,31/07/2024 19:40,Petco Park,San Diego Padres,Los Angeles Dodgers,
1636,19,31/07/2024 20:38,Angel Stadium,Los Angeles Angels,Colorado Rockies,
1637,19,31/07/2024 20:45,Oracle Park,San Francisco Giants,Oakland Athletics,
1638,19,01/08/2024 17:40,Progressive Field,Cleveland Guardians,Baltimore Orioles,
1639,19,01/08/2024 17:40,Comerica Park,Detroit Tigers,Kansas City Royals,
1640,19,01/08/2024 18:20,Truist Park,Atlanta Braves,Miami Marlins,
1641,19,01/08/2024 19:05,Wrigley Field,Chicago Cubs,St. Louis Cardinals,
1642,19,01/08/2024 20:38,Angel Stadium,Los Angeles Angels,Colorado Rockies,
1643,19,02/08/2024 13:20,Wrigley Field,Chicago Cubs,St. Louis Cardinals,
1644,19,02/08/2024 17:40,Comerica Park,Detroit Tigers,Kansas City Royals,
1645,19,02/08/2024 17:40,PNC Park,Pittsburgh Pirates,Arizona Diamondbacks,
1646,19,02/08/2024 17:45,Nationals Park,Washington Nationals,Milwaukee Brewers,
1647,19,02/08/2024 18:05,Yankee Stadium,New York Yankees,Toronto Blue Jays,
1648,19,02/08/2024 18:10,Progressive Field,Cleveland Guardians,Baltimore Orioles,
1649,19,02/08/2024 18:10,Great American Ball Park,Cincinnati Reds,San Francisco Giants,
1650,19,02/08/2024 18:20,Truist Park,Atlanta Braves,Miami Marlins,
1651,19,02/08/2024 19:05,Globe Life Field,Texas Rangers,Boston Red Sox,
1652,19,02/08/2024 19:10,Minute Maid Park,Houston Astros,Tampa Bay Rays,
1653,19,02/08/2024 19:10,Target Field,Minnesota Twins,Chicago White Sox,
1654,19,02/08/2024 20:38,Angel Stadium,Los Angeles Angels,New York Mets,
1655,19,02/08/2024 20:40,Oakland Coliseum,Oakland Athletics,Los Angeles Dodgers,
1656,19,02/08/2024 20:40,Petco Park,San Diego Padres,Colorado Rockies,
1657,19,02/08/2024 20:40,T-Mobile Park,Seattle Mariners,Philadelphia Phillies,
1658,19,03/08/2024 12:05,Yankee Stadium,New York Yankees,Toronto Blue Jays,
1659,19,03/08/2024 13:20,Wrigley Field,Chicago Cubs,St. Louis Cardinals,
1660,19,03/08/2024 15:05,Nationals Park,Washington Nationals,Milwaukee Brewers,
1661,19,03/08/2024 17:10,Comerica Park,Detroit Tigers,Kansas City Royals,
1662,19,03/08/2024 17:40,PNC Park,Pittsburgh Pirates,Arizona Diamondbacks,
1663,19,03/08/2024 18:05,Globe Life Field,Texas Rangers,Boston Red Sox,
1664,19,03/08/2024 18:10,Target Field,Minnesota Twins,Chicago White Sox,
1665,19,03/08/2024 18:15,Progressive Field,Cleveland Guardians,Baltimore Orioles,
1666,19,03/08/2024 18:15,Great American Ball Park,Cincinnati Reds,San Francisco Giants,
1667,19,03/08/2024 18:15,Minute Maid Park,Houston Astros,Tampa Bay Rays,
1668,19,03/08/2024 18:20,Truist Park,Atlanta Braves,Miami Marlins,
1669,19,03/08/2024 19:40,Petco Park,San Diego Padres,Colorado Rockies,
1670,19,03/08/2024 20:07,Oakland Coliseum,Oakland Athletics,Los Angeles Dodgers,
1671,19,03/08/2024 20:38,Angel Stadium,Los Angeles Angels,New York Mets,
1672,19,03/08/2024 20:40,T-Mobile Park,Seattle Mariners,Philadelphia Phillies,
1673,19,04/08/2024 12:35,PNC Park,Pittsburgh Pirates,Arizona Diamondbacks,
1674,19,04/08/2024 12:35,Truist Park,Atlanta Braves,Miami Marlins,
1675,19,04/08/2024 12:35,Yankee Stadium,New York Yankees,Toronto Blue Jays,
1676,19,04/08/2024 12:35,Nationals Park,Washington Nationals,Milwaukee Brewers,
1677,19,04/08/2024 12:40,Progressive Field,Cleveland Guardians,Baltimore Orioles,
1678,19,04/08/2024 12:40,Comerica Park,Detroit Tigers,Kansas City Royals,
1679,19,04/08/2024 12:40,Great American Ball Park,Cincinnati Reds,San Francisco Giants,
1680,19,04/08/2024 13:10,Minute Maid Park,Houston Astros,Tampa Bay Rays,
1681,19,04/08/2024 13:10,Target Field,Minnesota Twins,Chicago White Sox,
1682,19,04/08/2024 13:20,Wrigley Field,Chicago Cubs,St. Louis Cardinals,
1683,19,04/08/2024 13:35,Globe Life Field,Texas Rangers,Boston Red Sox,
1684,19,04/08/2024 15:07,Angel Stadium,Los Angeles Angels,New York Mets,
1685,19,04/08/2024 15:07,Oakland Coliseum,Oakland Athletics,Los Angeles Dodgers,
1686,19,04/08/2024 15:10,Petco Park,San Diego Padres,Colorado Rockies,
1687,19,04/08/2024 15:10,T-Mobile Park,Seattle Mariners,Philadelphia Phillies,
1688,19,05/08/2024 17:40,Progressive Field,Cleveland Guardians,Arizona Diamondbacks,
1689,19,05/08/2024 17:40,loanDepot park,Miami Marlins,Cincinnati Reds,
1690,19,05/08/2024 17:45,Nationals Park,Washington Nationals,San Francisco Giants,
1691,19,05/08/2024 19:05,Globe Life Field,Texas Rangers,Houston Astros,
1692,19,05/08/2024 19:05,Wrigley Field,Chicago Cubs,Minnesota Twins,
1693,19,05/08/2024 19:10,Kauffman Stadium,Kansas City Royals,Boston Red Sox,
1694,19,05/08/2024 20:40,Oakland Coliseum,Oakland Athletics,Chicago White Sox,
1695,19,05/08/2024 21:10,Dodger Stadium,Los Angeles Dodgers,Philadelphia Phillies,
1696,19,06/08/2024 17:40,Progressive Field,Cleveland Guardians,Arizona Diamondbacks,
1697,19,06/08/2024 17:40,PNC Park,Pittsburgh Pirates,San Diego Padres,
1698,19,06/08/2024 17:40,loanDepot park,Miami Marlins,Cincinnati Reds,
1699,19,06/08/2024 17:45,Nationals Park,Washington Nationals,San Francisco Giants,
1700,19,06/08/2024 18:05,Yankee Stadium,New York Yankees,Los Angeles Angels,
1701,19,06/08/2024 18:07,Rogers Centre,Toronto Blue Jays,Baltimore Orioles,
1702,19,06/08/2024 18:20,Truist Park,Atlanta Braves,Milwaukee Brewers,
1703,19,06/08/2024 18:45,Busch Stadium,St. Louis Cardinals,Tampa Bay Rays,
1704,19,06/08/2024 19:05,Globe Life Field,Texas Rangers,Houston Astros,
1705,19,06/08/2024 19:05,Wrigley Field,Chicago Cubs,Minnesota Twins,
1706,19,06/08/2024 19:10,Kauffman Stadium,Kansas City Royals,Boston Red Sox,
1707,19,06/08/2024 19:40,Coors Field,Colorado Rockies,New York Mets,
1708,19,06/08/2024 20:40,T-Mobile Park,Seattle Mariners,Detroit Tigers,
1709,19,06/08/2024 20:40,Oakland Coliseum,Oakland Athletics,Chicago White Sox,
1710,19,06/08/2024 21:10,Dodger Stadium,Los Angeles Dodgers,Philadelphia Phillies,
1711,20,07/08/2024 12:10,Progressive Field,Cleveland Guardians,Arizona Diamondbacks,
1712,20,07/08/2024 13:20,Wrigley Field,Chicago Cubs,Minnesota Twins,
1713,20,07/08/2024 13:35,Globe Life Field,Texas Rangers,Houston Astros,
1714,20,07/08/2024 14:37,Oakland Coliseum,Oakland Athletics,Chicago White Sox,
1715,20,07/08/2024 17:40,PNC Park,Pittsburgh Pirates,San Diego Padres,
1716,20,07/08/2024 17:40,loanDepot park,Miami Marlins,Cincinnati Reds,
1717,20,07/08/2024 17:45,Nationals Park,Washington Nationals,San Francisco Giants,
1718,20,07/08/2024 18:05,Yankee Stadium,New York Yankees,Los Angeles Angels,
1719,20,07/08/2024 18:07,Rogers Centre,Toronto Blue Jays,Baltimore Orioles,
1720,20,07/08/2024 18:20,Truist Park,Atlanta Braves,Milwaukee Brewers,
1721,20,07/08/2024 18:45,Busch Stadium,St. Louis Cardinals,Tampa Bay Rays,
1722,20,07/08/2024 19:10,Kauffman Stadium,Kansas City Royals,Boston Red Sox,
1723,20,07/08/2024 19:40,Coors Field,Colorado Rockies,New York Mets,
1724,20,07/08/2024 20:40,T-Mobile Park,Seattle Mariners,Detroit Tigers,
1725,20,07/08/2024 21:10,Dodger Stadium,Los Angeles Dodgers,Philadelphia Phillies,
1726,20,08/08/2024 11:20,Truist Park,Atlanta Braves,Milwaukee Brewers,
1727,20,08/08/2024 11:35,PNC Park,Pittsburgh Pirates,San Diego Padres,
1728,20,08/08/2024 14:10,Coors Field,Colorado Rockies,New York Mets,
1729,20,08/08/2024 15:05,Nationals Park,Washington Nationals,San Francisco Giants,
1730,20,08/08/2024 17:10,loanDepot park,Miami Marlins,Cincinnati Reds,
1731,20,08/08/2024 18:05,Yankee Stadium,New York Yankees,Los Angeles Angels,
1732,20,08/08/2024 18:07,Rogers Centre,Toronto Blue Jays,Baltimore Orioles,
1733,20,08/08/2024 18:15,Busch Stadium,St. Louis Cardinals,Tampa Bay Rays,
1734,20,08/08/2024 20:40,T-Mobile Park,Seattle Mariners,Detroit Tigers,
1735,20,08/08/2024 20:40,Chase Field,Arizona Diamondbacks,Philadelphia Phillies,
137,20,09/08/2024 13:10,Target Field,Minnesota Twins,Cleveland Guardians,
1736,20,09/08/2024 17:45,Nationals Park,Washington Nationals,Los Angeles Angels,
1737,20,09/08/2024 17:50,Tropicana Field,Tampa Bay Rays,Baltimore Orioles,
1738,20,09/08/2024 18:05,Yankee Stadium,New York Yankees,Texas Rangers,
1739,20,09/08/2024 18:07,Rogers Centre,Toronto Blue Jays,Oakland Athletics,
1740,20,09/08/2024 18:10,Fenway Park,Boston Red Sox,Houston Astros,
1741,20,09/08/2024 18:10,loanDepot park,Miami Marlins,San Diego Padres,
1742,20,09/08/2024 19:10,Kauffman Stadium,Kansas City Royals,St. Louis Cardinals,
1743,20,09/08/2024 19:10,Target Field,Minnesota Twins,Cleveland Guardians,
1744,20,09/08/2024 19:10,Guaranteed Rate Field,Chicago White Sox,Chicago Cubs,
1745,20,09/08/2024 19:10,American Family Field,Milwaukee Brewers,Cincinnati Reds,
1746,20,09/08/2024 19:40,Coors Field,Colorado Rockies,Atlanta Braves,
1747,20,09/08/2024 20:40,Chase Field,Arizona Diamondbacks,Philadelphia Phillies,
1748,20,09/08/2024 21:10,Dodger Stadium,Los Angeles Dodgers,Pittsburgh Pirates,
1749,20,09/08/2024 21:10,T-Mobile Park,Seattle Mariners,New York Mets,
1750,20,09/08/2024 21:15,Oracle Park,San Francisco Giants,Detroit Tigers,
1751,20,10/08/2024 12:05,Yankee Stadium,New York Yankees,Texas Rangers,
1752,20,10/08/2024 14:07,Rogers Centre,Toronto Blue Jays,Oakland Athletics,
1753,20,10/08/2024 15:05,Oracle Park,San Francisco Giants,Detroit Tigers,
1754,20,10/08/2024 15:10,Fenway Park,Boston Red Sox,Houston Astros,
1755,20,10/08/2024 15:10,loanDepot park,Miami Marlins,San Diego Padres,
1756,20,10/08/2024 17:45,Nationals Park,Washington Nationals,Los Angeles Angels,
1757,20,10/08/2024 18:10,Kauffman Stadium,Kansas City Royals,St. Louis Cardinals,
1758,20,10/08/2024 18:10,Target Field,Minnesota Twins,Cleveland Guardians,
1759,20,10/08/2024 18:10,American Family Field,Milwaukee Brewers,Cincinnati Reds,
1760,20,10/08/2024 18:15,Tropicana Field,Tampa Bay Rays,Baltimore Orioles,
1761,20,10/08/2024 18:15,Guaranteed Rate Field,Chicago White Sox,Chicago Cubs,
1762,20,10/08/2024 19:10,Chase Field,Arizona Diamondbacks,Philadelphia Phillies,
1763,20,10/08/2024 19:10,Coors Field,Colorado Rockies,Atlanta Braves,
1764,20,10/08/2024 20:10,Dodger Stadium,Los Angeles Dodgers,Pittsburgh Pirates,
1765,20,10/08/2024 20:40,T-Mobile Park,Seattle Mariners,New York Mets,
1766,20,11/08/2024 12:35,Fenway Park,Boston Red Sox,Houston Astros,
1767,20,11/08/2024 12:35,Nationals Park,Washington Nationals,Los Angeles Angels,
1768,20,11/08/2024 12:35,Yankee Stadium,New York Yankees,Texas Rangers,
1769,20,11/08/2024 12:37,Rogers Centre,Toronto Blue Jays,Oakland Athletics,
1770,20,11/08/2024 12:40,Tropicana Field,Tampa Bay Rays,Baltimore Orioles,
1771,20,11/08/2024 12:40,loanDepot park,Miami Marlins,San Diego Padres,
1772,20,11/08/2024 13:10,Target Field,Minnesota Twins,Cleveland Guardians,
1773,20,11/08/2024 13:10,American Family Field,Milwaukee Brewers,Cincinnati Reds,
1774,20,11/08/2024 14:10,Coors Field,Colorado Rockies,Atlanta Braves,
1775,20,11/08/2024 15:05,Oracle Park,San Francisco Giants,Detroit Tigers,
1776,20,11/08/2024 15:10,Dodger Stadium,Los Angeles Dodgers,Pittsburgh Pirates,
1777,20,11/08/2024 15:10,T-Mobile Park,Seattle Mariners,New York Mets,
1778,20,11/08/2024 15:10,Chase Field,Arizona Diamondbacks,Philadelphia Phillies,
1779,20,12/08/2024 17:40,Progressive Field,Cleveland Guardians,Chicago Cubs,
1780,20,12/08/2024 17:40,Great American Ball Park,Cincinnati Reds,St. Louis Cardinals,
1781,20,12/08/2024 17:50,Tropicana Field,Tampa Bay Rays,Houston Astros,
1782,20,12/08/2024 18:10,Fenway Park,Boston Red Sox,Texas Rangers,
1783,20,12/08/2024 18:40,Target Field,Minnesota Twins,Kansas City Royals,
1784,20,12/08/2024 19:10,Guaranteed Rate Field,Chicago White Sox,New York Yankees,
1785,20,12/08/2024 19:10,American Family Field,Milwaukee Brewers,Los Angeles Dodgers,
1786,20,12/08/2024 20:38,Angel Stadium,Los Angeles Angels,Toronto Blue Jays,
1787,20,12/08/2024 20:40,Chase Field,Arizona Diamondbacks,Colorado Rockies,
1788,20,12/08/2024 20:40,Petco Park,San Diego Padres,Pittsburgh Pirates,
1789,20,12/08/2024 20:45,Oracle Park,San Francisco Giants,Atlanta Braves,
1790,20,13/08/2024 17:35,Oriole Park at Camden Yards,Baltimore Orioles,Washington Nationals,
